ID,Estacion,Actividad,Instruccion actual,Estado,Problema,AE relacionado,Correccion,Implementacion
M1-E2-ENC011,2,Especificaciones: tipo de material,"Especificaciones: tipo de material. Producto pedido: Extracto del dato, no del color. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Extracto del dato, no del color. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC012,2,Especificaciones: forma de ejecutar el trabajo,"Especificaciones: forma de ejecutar el trabajo. Producto pedido: 3 indicaciones rastreables al párrafo. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. 3 indicaciones rastreables al párrafo. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC013,2,Especificaciones: interferencia con estructura,"Especificaciones: interferencia con estructura. Producto pedido: Hallazgo + documento de respaldo. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Hallazgo + documento de respaldo. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC014,2,Especificaciones: otro servicio en el mismo cielo,"Especificaciones: otro servicio en el mismo cielo. Producto pedido: Consulta a la especialidad citada. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Consulta a la especialidad citada. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC015,2,Informe técnico de anomalías en planos (criterio 1.4),"Informe técnico de anomalías en planos (criterio 1.4). Producto pedido: Informe: ubicación, evidencia, consulta. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Informe: ubicación, evidencia, consulta. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC016,2,Informe técnico de especificaciones (criterio 2.5),"Informe técnico de especificaciones (criterio 2.5). Producto pedido: Informe con anomalías y TIC. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Informe con anomalías y TIC. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E3-ENC017,3,Consulta: UI-01 duplicada en dos recintos,"Consulta: UI-01 duplicada en dos recintos. Producto pedido: Consulta con etiquetas y listado. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Consulta con etiquetas y listado. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E3-ENC018,3,Consulta: falta el detalle D-04,"Consulta: falta el detalle D-04. Producto pedido: Qué no se cubica hasta que llegue D-04. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Qué no se cubica hasta que llegue D-04. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E3-ENC019,3,Consulta: planta C vs listado A,"Consulta: planta C vs listado A. Producto pedido: Pedido de conciliación de revisión. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE1,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Pedido de conciliación de revisión. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E3-ENC020,3,Consulta: control en dos muros distintos,"Consulta: control en dos muros distintos. Producto pedido: Dos documentos, una pregunta. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE2,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Dos documentos, una pregunta. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC021,2,Contraste UE-01 planta vs esquema,"Contraste UE-01 planta vs esquema. Producto pedido: Tabla etiqueta / vista / coincide. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Tabla etiqueta / vista / coincide. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC022,2,Contraste 4 UI en planta vs 3 en compra,"Contraste 4 UI en planta vs 3 en compra. Producto pedido: Dónde queda UI-04. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. Dónde queda UI-04. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
M1-E2-ENC023,2,Contraste soporte en detalle vs listado,"Contraste soporte en detalle vs listado. Producto pedido: No borrar el soporte del detalle. Responde con un dato del plano, la leyenda, la ficha o las notas. Si no está en el documento, indica qué falta y a quién lo consultarías.",Completa,"La secuencia ya explicaba producto, recurso y evidencia; se agrega propósito y criterio de término en el mismo bloque.",M1-AE3,"Elabora el producto solicitado con evidencia trazable del oficio. Lee el producto pedido y localiza un dato en el plano, la leyenda, la ficha o las notas antes de redactar. No borrar el soporte del detalle. Incluye dato visible, decisión y pendiente. Terminas cuando el texto tiene al menos 80 caracteres, entrega el producto pedido y señala la fuente del dato o la consulta necesaria.",REALIZADA
